user_id,household_size,number_of_kids,income_type,class,gross_monthly_income,net_monthly_income,assets_total,investments_total,savings_total,debts_total,rent_mortgage,utilities,insurance,transportation,groceries,clothes,phone,subscriptions,miscellaneous,fixed_costs_total,emergency_fund,house_rent_savings,guilt_free_spending,total_net_worth,financial_stress,owns_home,user_goals
467,3,2,single_income,middle,112342,88189,4134707,286280,52406,654788,16851,4736,4581,9408,11787,2515,2545,3474,11160,85564,38700,0,40784,3818605,no,yes,Pay medical bills
468,4,2,single_income,poor,11104,8715,93190,12936,1409,3646,1665,4590,4054,8045,17145,8658,2342,509,8781,67326,32185,0,1330,103889,no,yes,Increase term insurance
469,4,0,single_income,lower_middle,32749,26212,615278,174021,1361,74512,4912,4064,3406,4415,10951,7435,2020,3916,9158,70212,26387,20324,8773,716148,no,no,Start an education fund
470,6,0,single_income,middle,101098,80884,4791747,449005,47949,353893,15164,5015,3315,2073,16675,6111,2049,4724,8907,68288,5510,0,21076,4934808,no,yes,Retirement savings
471,3,2,single_income,rich,270246,225854,26422892,4637023,9337039,155925,40536,4563,3238,8582,12523,8872,2943,3798,13974,107135,9470,0,56109,40241029,no,yes,Repay credit card dues
472,3,0,dual_income,middle,92046,71348,3250625,347600,97255,205397,13806,3416,4964,6190,13054,3130,1913,2618,9843,75467,5663,24018,49389,3490083,no,no,Open a PPF account
473,5,1,single_income,rich,240821,191179,15882843,5468454,1482207,414921,36123,5829,5693,2098,10288,3514,701,1078,12441,95386,25343,19862,119381,22418583,no,no,Build passive income
474,5,1,single_income,middle,113079,90652,4777540,142135,51066,843887,16961,4426,5045,6990,14571,3946,1607,2359,8570,65706,10892,13327,48181,4126854,no,no,Build wealth for kids
475,5,1,dual_income,lower_middle,53908,40498,866991,120910,17942,64012,8086,5534,2081,7656,16967,5038,777,2107,8009,61404,24523,21989,7121,941831,no,no,Start an education fund
476,6,2,dual_income,lower_middle,35852,32033,1291894,116832,4270,98465,5377,5462,5186,2347,8000,2062,2283,1542,7236,55478,35750,0,16957,1314531,no,yes,Renovate home
477,5,2,single_income,middle,77978,67723,4840689,192663,54720,873439,11696,4216,5595,2968,8241,5446,638,1042,8479,65008,46651,0,32338,4214633,no,yes,Start an education fund
478,4,1,dual_income,middle,118073,91258,3776861,344042,70302,398343,17710,5031,4912,9272,12840,4540,818,2416,10311,79056,13098,23883,39315,3792862,no,no,Build passive income
479,6,0,dual_income,middle,71123,54318,4049871,424078,98886,230881,10668,4446,5333,8081,12823,9991,1060,4404,11084,84981,11499,26139,33409,4341954,no,no,Open a PPF account
480,6,0,single_income,rich,226520,170016,25182921,2769483,3689948,151563,33978,4829,5873,2047,10364,4256,2070,3302,12468,95590,16844,0,98720,31490789,no,yes,Start an education fund
481,5,2,dual_income,upper_middle,163950,126473,7424523,906051,379677,607966,24592,3842,4031,3322,18273,2751,548,1200,11739,89999,30656,15348,59515,8102285,no,no,Renovate home
482,3,0,dual_income,upper_middle,131273,99420,5138966,1594649,145693,667383,19690,5219,4804,9945,11800,4478,2275,2267,11188,85779,49775,0,61174,6211925,no,yes,Fund children's marriage
483,4,1,dual_income,poor,23068,19705,159712,3368,366,68363,3460,2689,5603,5521,12517,3643,1712,519,7306,56018,38443,21992,1252,95083,yes,no,Increase term insurance
484,4,1,single_income,middle,92750,72968,4199172,334618,57790,365493,13912,2885,3024,6818,11403,3235,586,1285,9308,71365,49277,0,17502,4226087,no,yes,Increase term insurance
485,4,2,dual_income,middle,93301,72936,2101967,493345,79683,507475,13995,2054,5649,4786,11097,5512,1264,1223,10037,76956,34473,0,49626,2167520,no,yes,Repay credit card dues
486,4,0,single_income,middle,106523,90524,2376430,460874,76298,981798,15978,2956,3701,9980,19133,4482,1803,3480,10608,81328,23680,28418,16373,1931804,no,no,Retirement savings
487,5,1,single_income,middle,113297,90779,3472596,165206,30934,492867,16994,3357,3874,2762,15300,8755,1504,3346,10155,77859,40732,26021,35405,3175869,no,no,Down payment for a house
488,6,0,single_income,upper_middle,196620,150097,5421972,582604,194452,267596,29493,5254,3156,5061,15157,7919,2297,1792,12914,99009,47844,14752,33283,5931432,no,no,Pay medical bills
489,6,2,dual_income,upper_middle,149810,129999,6376956,564467,464494,542762,22471,3562,4909,7202,19041,2549,1968,1332,11757,90137,17674,22805,33048,6863155,no,no,Repay credit card dues
490,4,1,single_income,middle,107758,93933,2017829,367981,84141,346104,16163,5071,5655,2914,16479,6190,2588,2304,10308,79030,6178,0,49234,2123847,no,yes,Start an education fund
491,4,0,single_income,rich,361928,283199,37103998,5154907,9582591,148659,54289,3119,2196,5975,16717,6727,1910,2448,15758,120817,26170,23601,73733,51692837,no,no,Fund children's marriage
492,4,1,single_income,middle,88645,72703,3963894,194583,78171,681312,13296,3026,5557,9683,10089,4056,1318,3614,9798,75120,18442,6629,21647,3555336,no,no,Start a small business
493,4,0,single_income,lower_middle,51415,44121,1191445,11251,4116,59623,7712,5061,5993,2264,11731,8327,2774,3644,8080,61949,24605,0,9552,1147189,no,yes,Save for kids' college
494,3,0,dual_income,rich,229767,197098,11269343,9282060,5390707,348899,34465,3757,3993,6318,14936,4780,2952,925,13040,99974,18865,0,77946,25593211,no,yes,Pay off debt
495,6,0,single_income,rich,329022,275537,40636977,6071889,9041631,359743,49353,4539,4360,7750,10039,3184,2855,3282,15255,116960,5777,0,148279,55390754,no,yes,Increase term insurance
496,6,1,single_income,poor,22454,19655,77975,7804,4831,47594,3368,2944,2028,3897,13751,7968,1554,3314,8397,64381,15680,27269,1989,43016,yes,no,Pay off debt
497,6,2,dual_income,middle,69543,53493,3502612,306068,54553,752813,10431,2398,4630,4446,15660,3669,738,4361,9714,74474,14338,15349,20948,3110420,no,no,Increase term insurance
498,6,2,dual_income,lower_middle,35861,27647,1856539,82168,12321,144792,5379,4631,2569,2219,17586,4834,2622,4849,9614,73712,8089,28549,12101,1806236,no,no,Travel abroad next year
499,4,2,single_income,rich,308333,235524,12036287,2155205,1023566,50317,46249,4805,3104,6858,11356,4416,2015,568,14134,108365,24947,17648,115950,15164741,no,no,Plan a family vacation
500,3,2,dual_income,middle,84507,72062,2478921,224225,61495,421538,12676,4152,5858,3345,13691,8002,1026,1430,9761,74840,32332,0,20023,2343103,no,yes,Retirement savings
501,4,1,single_income,middle,100880,77094,2769680,414221,23625,238237,15132,5014,2965,7059,12992,7454,716,2872,11498,88156,48908,14360,16223,2969289,no,no,Repay credit card dues
502,4,1,dual_income,upper_middle,171559,142640,5283392,1987644,498243,366404,25733,3247,2123,8067,9874,2523,628,3698,11570,88709,15977,19608,67596,7402875,no,no,Plan a family vacation
503,3,1,dual_income,upper_middle,194225,167877,9895153,723989,425865,588260,29133,2724,2375,8873,15413,6398,2952,756,11275,86444,24984,0,72653,10456747,no,yes,Invest in stock market
504,5,2,dual_income,poor,21628,19310,183104,5748,1476,40800,3244,3664,2396,4730,17587,5897,1620,4545,9849,75515,40001,19550,3020,149528,no,no,Build emergency fund
505,5,1,dual_income,lower_middle,30615,22972,1200972,77937,17950,91936,4592,4339,5958,6356,16109,9374,2596,2771,8540,65478,30622,0,17988,1204923,no,yes,Build passive income
506,4,0,dual_income,lower_middle,59369,47665,778833,81459,5701,182030,8905,4668,5538,4677,15020,3630,2291,566,8859,67920,18467,5205,14145,683963,no,no,Fund children's marriage
507,5,2,dual_income,upper_middle,139504,110455,7024131,1456302,280402,187087,20925,2896,3926,4868,16350,2785,2303,2042,10749,82412,12259,17546,43383,8573748,no,no,Travel abroad next year
508,5,1,dual_income,middle,61222,53731,4124202,461949,94586,707728,9183,5644,5191,3596,15476,3561,2891,776,7826,60002,35684,0,18574,3973009,no,yes,Plan a family vacation
509,5,2,dual_income,middle,77504,63185,3684128,261113,30715,615019,11625,5520,2211,9243,12496,6750,997,4693,9766,74879,7413,0,18370,3360937,no,yes,Increase term insurance
510,6,0,single_income,middle,61150,46778,4996425,132264,67553,385431,9172,3481,4358,2411,16933,4671,2791,1014,8293,63581,37974,5947,47786,4810811,no,no,Build wealth for kids
511,3,0,single_income,poor,16094,14219,114649,18551,1656,74329,2414,4904,3391,8219,18888,8793,1329,3631,10006,76714,25114,24050,711,60527,yes,no,Build emergency fund
512,4,2,single_income,rich,457156,384919,29391309,2612404,9007841,432189,68573,3581,2658,6823,14995,8190,1547,4147,19757,151471,34814,0,73574,40579365,no,yes,Fund children's marriage
513,5,1,single_income,middle,114699,89578,2607612,241019,52632,350424,17204,4795,3896,2050,14452,7153,2159,4800,11775,90277,7787,20589,38653,2550839,no,no,Upgrade to a bigger house
514,6,0,single_income,upper_middle,146190,121346,7596279,1821648,410569,698422,21928,5918,5695,8836,13412,9313,903,3402,12372,94857,30602,24373,74339,9130074,no,no,Retirement savings
515,5,0,single_income,rich,485069,415361,27569263,5969243,1014004,372908,72760,5648,3812,4808,11331,4178,1297,3591,16830,129030,40030,17775,118319,34179602,no,no,Increase term insurance
516,4,2,single_income,poor,14174,10789,178610,5833,13,23386,2126,4146,2032,3459,16448,6129,2566,3987,7087,54336,39952,0,2293,161070,no,yes,Open a PPF account
517,4,2,dual_income,rich,476925,401877,17117753,9872789,807311,255938,71538,4735,2391,2968,18382,7151,2728,3100,18249,139913,32256,9370,131738,27541915,no,no,Retirement savings
518,6,1,dual_income,rich,277092,235889,27164285,6883486,2355121,194666,41563,5793,2650,7717,17297,9231,2413,3432,16067,123185,21512,25710,146102,36208226,no,no,Build passive income
519,3,2,single_income,middle,110799,90207,4067940,325075,54961,898367,16619,3971,2264,5903,11613,2391,2779,965,7492,57443,36653,0,35739,3549609,no,yes,Invest in stock market
520,3,1,single_income,lower_middle,49322,39022,1239906,12693,9241,152379,7398,2550,3658,6387,14932,8056,2317,3021,8724,66885,8476,9366,17651,1109461,no,no,Increase term insurance
521,4,2,dual_income,middle,71164,55305,2825748,299632,49559,525112,10674,4491,4481,3251,11870,3326,2581,1105,6653,51011,27343,18003,16264,2649827,no,no,Start an education fund
522,4,1,dual_income,middle,111324,96151,2838394,475181,59042,811889,16698,2901,2944,5478,18971,7965,833,4950,11378,87236,22580,5823,25844,2560728,no,no,Pay off debt
523,3,0,single_income,upper_middle,196355,168253,8923313,1167329,379477,570452,29453,5753,2128,7566,18274,4866,2746,868,12413,95171,28360,0,61792,9899667,no,yes,Invest in stock market
524,3,1,dual_income,rich,320384,266356,25746479,2837769,2617347,421064,48057,4727,5990,5682,9846,3854,854,1058,13718,105176,24280,20667,139229,30780531,no,no,Fund children's marriage
525,5,1,dual_income,middle,105076,82955,3248509,327391,70393,989575,15761,2224,3781,6675,9477,5030,606,1664,8073,61894,7246,0,27417,2656718,no,yes,Increase term insurance
526,6,1,dual_income,middle,60888,48409,2500735,227574,77135,229424,9133,4064,3758,7413,14537,7941,1742,2795,10561,80974,23309,21824,26075,2576020,no,no,Open a PPF account
527,4,2,dual_income,middle,110420,83783,4448831,103436,60857,216057,16563,5177,3036,7265,8477,4678,1214,881,7644,58605,6845,0,16310,4397067,no,yes,Plan a family vacation
528,5,2,single_income,middle,85293,75074,3891877,452573,24629,205704,12793,4284,4940,8660,9244,3333,1700,3201,8569,65699,6933,28754,16776,4163375,no,no,Down payment for a house
529,4,2,dual_income,lower_middle,30792,26523,932911,83187,9742,163104,4618,4768,3404,3648,19008,5910,1741,2193,9157,70207,11710,0,7690,862736,no,yes,Pay medical bills
530,6,1,single_income,rich,484712,397163,38146991,5089675,3007913,476165,72706,4739,4856,2978,16709,6993,1282,1253,17667,135449,16145,0,144449,45768414,no,yes,Start an education fund
531,3,2,dual_income,middle,90358,77614,3848915,121637,58196,950377,13553,5034,2169,4337,11239,5415,1239,4260,9751,74761,25936,24410,46681,3078371,no,no,Invest in stock market
532,4,1,dual_income,lower_middle,35380,27981,1503750,80821,111,197215,5307,4438,4439,8471,9238,7983,2914,2026,7982,61199,45677,14143,5592,1387467,no,no,Repay credit card dues
533,3,1,single_income,rich,236894,196969,33934722,7161058,8697458,41770,35534,2813,3821,9517,9019,5025,2635,3479,13685,104919,18947,22180,72300,49751468,no,no,Build emergency fund
534,5,0,single_income,middle,105779,79685,2544403,199405,61997,941511,15866,2078,3778,6800,8981,7537,1765,2931,9726,74567,13566,11349,28615,1864294,no,no,Down payment for a house
535,3,0,single_income,middle,117935,97940,4839593,407732,38953,496247,17690,5772,3135,7294,18037,7421,2487,3792,11016,84458,16434,26475,20413,4790031,no,no,Open a PPF account
536,3,0,dual_income,lower_middle,39458,32945,1099176,76022,8632,117628,5918,3016,2553,6904,9112,4777,2333,3638,6608,50666,18562,16304,7705,1066202,no,no,Plan a family vacation
537,4,1,single_income,middle,80967,70203,4489449,386400,78348,936332,12145,4856,3705,2517,9220,9265,729,3590,9441,72381,44265,0,36815,4017865,no,yes,Open a PPF account
538,6,1,dual_income,upper_middle,126092,97056,7001754,1155930,427987,553968,18913,2765,5475,2772,15814,5857,2643,1039,10786,82696,29369,24667,33742,8031703,no,no,Buy a new car
539,6,0,dual_income,rich,388921,337536,23913263,4557814,5514236,413113,58338,2360,4321,8320,11335,9353,1026,4874,17422,133573,7753,6372,108915,33572200,no,no,Renovate home
540,3,1,dual_income,lower_middle,46713,39290,1415301,4858,18347,109834,7006,4543,4473,7594,11903,7364,949,1369,8301,63642,43847,8659,5140,1328672,no,no,Start an education fund
541,3,1,dual_income,middle,116744,98235,3788809,236203,21358,717086,17511,3315,5958,2832,16441,4027,2028,1860,9150,70153,16301,5891,40614,3329284,no,no,Invest in stock market
542,6,0,single_income,lower_middle,54837,45050,1141316,116481,10362,66708,8225,4548,2686,5852,17931,3860,1335,1896,8139,62404,44177,0,14177,1201451,no,yes,Pay medical bills
543,6,1,single_income,middle,100376,81621,4838153,189831,97400,480199,15056,3133,4400,3836,10138,6007,2405,2620,8410,64479,15961,16908,48684,4645185,no,no,Build emergency fund
544,4,2,dual_income,middle,119534,94199,3636073,349241,61908,722283,17930,4538,2159,4892,13326,6113,1626,4222,10702,82055,20007,26383,23219,3324939,no,no,Start an education fund
545,5,0,single_income,middle,63405,51791,4586772,373006,74679,490832,9510,2259,3752,8817,9627,8143,2721,4079,9729,74591,10272,0,45945,4543625,no,yes,Retirement savings
546,4,0,single_income,lower_middle,33747,30284,509297,64005,1607,180654,5062,5397,4637,2066,16000,6779,1778,902,8517,65301,45693,0,15031,394255,yes,yes,Start an education fund
547,3,2,single_income,middle,69278,61599,2458024,489512,53539,850840,10391,3617,3556,4958,9151,7314,1717,2542,8434,64663,11303,23497,26440,2150235,no,no,Pay off debt
548,4,2,single_income,upper_middle,146597,126012,8485393,1118531,354482,168908,21989,5805,3240,3758,8097,3479,1030,579,8665,66436,36282,17901,46083,9789498,no,no,Open a PPF account
549,4,0,single_income,middle,76249,67654,3175267,357426,55391,758459,11437,2739,3112,7723,16233,6980,2449,4997,9338,71596,26614,28828,22485,2829625,no,no,Retirement savings
550,4,1,dual_income,rich,483343,414511,34903617,4336114,7219160,292637,72501,3071,3622,6992,10066,3069,950,4228,16735,128306,36835,25558,99002,46166254,no,no,Down payment for a house
551,5,2,dual_income,upper_middle,181292,145661,9531867,1010839,449897,766067,27193,4901,2116,7785,14507,3654,2234,1159,11865,90965,23506,19002,70856,10226536,no,no,Start an education fund
552,5,2,dual_income,lower_middle,54359,42022,734625,150267,12645,176895,8153,3518,2621,6577,13073,3537,2837,2494,8253,63279,48030,0,15931,720642,no,yes,Plan a family vacation
553,4,1,single_income,middle,62728,55883,3381194,327810,85667,986170,9409,2293,4688,2999,18488,5685,1760,949,9325,71494,49200,0,34977,2808501,no,yes,Open a PPF account
554,6,0,single_income,middle,117300,95447,2061915,239516,95147,800352,17595,2315,4611,7557,17638,7352,2670,2445,10369,79496,34639,6853,15999,1596226,no,no,Start a small business
555,6,2,single_income,lower_middle,46053,38292,597812,164702,4527,180990,6907,2508,2446,2527,15369,4922,2253,4064,8417,64531,22230,0,17247,586051,yes,yes,Increase term insurance
556,5,1,dual_income,rich,346509,290581,25196719,8171231,8760772,324041,51976,2867,5063,8172,9979,4716,1325,1502,13688,104944,14734,11837,63487,41804681,no,no,Pay medical bills
557,6,1,dual_income,middle,100122,86475,3816491,397441,56680,283452,15018,3222,2390,7768,10818,3869,2021,3105,8495,65130,30433,13077,46239,3987160,no,no,Down payment for a house
558,5,1,single_income,upper_middle,162642,131487,9489510,833777,141604,341201,24396,4135,2924,7743,8110,2583,1986,2148,11003,84359,20677,0,36678,10123690,no,yes,Invest in stock market
559,4,1,single_income,upper_middle,153149,132225,8041968,1978916,204222,101316,22972,2708,4523,9392,8906,8698,1162,962,12302,94320,36957,0,35454,10123790,no,yes,Increase term insurance
560,6,1,dual_income,middle,92627,72436,4140829,111584,22106,606885,13894,4483,2145,4906,19217,3375,2323,2848,10245,78551,30443,0,40223,3667634,no,yes,Invest in stock market
561,6,2,dual_income,rich,473709,394964,48038477,2224376,2138487,402648,71056,3725,2162,4640,17197,9337,2848,4798,19519,149650,25526,6217,124300,51998692,no,no,Travel abroad next year
562,4,2,single_income,middle,73580,66142,4080224,204134,40742,217833,11037,5775,2396,7335,16987,2106,597,4070,9128,69983,49261,0,45885,4107267,no,yes,Travel abroad next year
563,4,1,dual_income,middle,88859,79142,2139648,398489,90780,586720,13328,2225,3680,4392,13828,5815,795,2495,8089,62016,11668,13195,49902,2042197,no,no,Fund children's marriage
564,4,2,single_income,poor,26076,23179,25376,3271,2482,5392,3911,4021,2233,2407,8693,3169,1061,3044,6891,52835,14174,0,289,25737,no,yes,Renovate home
565,5,0,single_income,rich,204318,172033,22170987,4459288,6949720,369985,30647,4316,2625,7371,17203,9541,2177,1916,13471,103284,34433,0,139199,33210010,no,yes,Invest in stock market
566,3,0,dual_income,middle,117211,102848,2428487,304463,43439,557970,17581,2286,5957,4233,9539,8793,736,1427,9547,73194,25893,27435,26101,2218419,no,no,Down payment for a house
567,6,0,dual_income,lower_middle,46375,38041,1467035,80570,9442,106437,6956,4301,5614,7792,16918,3467,1309,915,9872,75689,28506,0,15651,1450610,no,yes,Plan a family vacation
568,6,2,single_income,lower_middle,31567,26984,1072166,48850,1094,192207,4735,3492,4671,8191,9458,3208,1338,712,6694,51326,7963,8042,18508,929903,no,no,Pay off debt
569,4,2,single_income,middle,117022,100471,4790620,170647,88617,360887,17553,3932,5292,6868,9529,3081,1651,4699,9082,69632,31766,0,22802,4688997,no,yes,Save for kids' college
570,4,1,single_income,middle,69524,57207,3828864,188074,83103,651797,10428,5627,2517,9835,9438,6086,1531,4868,9136,70047,9517,0,33402,3448244,no,yes,Build wealth for kids
571,6,1,dual_income,poor,12416,10728,58061,6490,975,77219,1862,4562,2214,5978,17327,9097,1413,1232,9086,69665,20921,0,3425,-11693,yes,yes,Start a small business
572,5,1,dual_income,lower_middle,52951,46767,816161,188370,16448,130630,7942,3250,5048,9748,12005,7507,2948,2760,9297,71282,19388,0,12935,890349,no,yes,Open a PPF account
573,4,2,single_income,middle,98769,86396,2432636,475433,57855,856820,14815,2837,3037,8777,13846,2271,1548,3674,9475,72646,27369,0,24835,2109104,no,yes,Start a small business
574,5,0,dual_income,middle,86170,74229,2596196,224506,42369,992332,12925,4700,5871,2582,13063,5633,2490,3366,8910,68313,46504,0,36700,1870739,no,yes,Start a small business
575,3,1,single_income,middle,113544,91305,2484948,201976,65097,837559,17031,3299,4712,9257,12711,7043,2047,2231,10445,80079,32022,0,47022,1914462,no,yes,Build emergency fund
576,5,0,dual_income,lower_middle,53970,46628,1847962,141013,7073,157966,8095,3394,2921,8377,10773,6462,980,4082,8437,64688,47078,6865,10059,1838082,no,no,Start an education fund
577,6,0,dual_income,middle,114232,86203,4761774,104487,47341,458432,17134,2933,3970,6494,18339,5572,882,2557,11738,89996,7311,0,28570,4455170,no,yes,Upgrade to a bigger house
578,6,1,single_income,middle,109114,88191,4631062,148423,62873,959904,16367,2990,4124,3912,17931,7602,1160,1264,11156,85531,24109,0,22806,3882454,no,yes,Build wealth for kids
579,5,0,dual_income,middle,68774,54426,2381598,343415,41017,595037,10316,2188,3746,5826,13797,4620,2826,1684,10130,77666,40561,0,33021,2170993,no,yes,Plan a family vacation
580,3,0,dual_income,poor,27464,22282,134143,4453,2248,47547,4119,5177,5873,4148,9688,4985,2576,572,7378,56571,33610,11030,3908,93297,yes,no,Buy a new car
581,3,1,single_income,upper_middle,171645,146052,5815982,979367,496792,665156,25746,2032,4694,7886,12373,8276,1249,2892,12631,96838,33688,0,62503,6626985,no,yes,Fund children's marriage
582,5,1,dual_income,poor,12438,10818,103095,17594,599,14026,1865,5765,3887,2679,11252,3835,2677,1995,6486,49731,18105,6646,1846,107262,no,no,Repay credit card dues
583,6,0,dual_income,upper_middle,178001,159457,7068051,1213757,292487,471735,26700,4269,4649,7737,12779,6837,2948,3448,12681,97221,19847,0,57607,8102560,no,yes,Build passive income
584,4,2,single_income,middle,75627,60916,2904711,201824,58664,256795,11344,4305,5779,3995,9967,5714,889,3958,9820,75293,41498,0,47333,2908404,no,yes,Travel abroad next year
585,6,0,dual_income,poor,27557,20798,190562,9260,841,45706,4133,3322,4462,3647,12898,5620,930,3991,8535,65438,16687,0,293,154957,no,yes,Retirement savings
586,4,0,single_income,lower_middle,44060,34686,1369251,150933,1744,68637,6609,3633,4905,9020,17053,8479,1105,1513,11010,84411,21279,0,16853,1453291,no,yes,Buy a new car
587,5,1,dual_income,middle,88634,79410,3980840,448965,65775,588690,13295,2567,5432,6023,15966,4258,1581,2482,10515,80616,38864,18582,24140,3906890,no,no,Start an education fund
588,4,1,single_income,middle,112798,100585,2814356,444737,27312,313744,16919,3336,5977,8436,8687,6983,568,4498,9539,73136,36286,0,35914,2972661,no,yes,Start an education fund
589,3,1,dual_income,lower_middle,52488,44107,1123031,189702,17592,141190,7873,5623,3253,9544,19549,5209,1114,3990,10672,81820,8543,0,18619,1189135,no,yes,Buy a new car
590,3,0,single_income,lower_middle,44425,33916,813625,77347,17578,122317,6663,5275,3312,4915,8749,7292,800,4337,8881,68093,34334,0,13162,786233,no,yes,Invest in stock market
591,6,1,dual_income,upper_middle,173884,131620,7936204,1489181,276950,499185,26082,5816,2939,7778,13037,5182,2398,3056,10464,80227,36415,0,43162,9203150,no,yes,Build passive income
592,5,2,single_income,upper_middle,144248,115131,9633682,1198050,489665,168008,21637,4964,3310,2154,10212,9105,1762,1437,10789,82716,46471,0,73237,11153389,no,yes,Build wealth for kids
593,5,1,single_income,poor,27038,23355,163291,4271,2821,74491,4055,2710,5267,8969,14732,8674,1585,4876,10115,77550,6963,0,3400,95892,yes,yes,Plan a family vacation
594,5,1,single_income,middle,101675,82838,4493691,414249,96151,980268,15251,4390,2239,2138,19385,2419,2084,2526,8084,61981,41870,20948,16432,4023823,no,no,Start an education fund
595,3,1,dual_income,upper_middle,191435,164901,8113798,604448,372032,276371,28715,5001,3320,7072,9523,7234,2548,4171,10933,83825,38367,29061,45935,8813907,no,no,Increase term insurance
596,3,0,single_income,upper_middle,121982,98332,6951330,1392566,397909,444750,18297,3792,2909,3759,15023,6937,2612,1837,9882,75762,29154,5114,60886,8297055,no,no,Fund children's marriage
597,6,1,single_income,upper_middle,155919,122521,6752362,1207527,109013,532329,23387,5787,4696,9652,9608,2559,1541,4935,12306,94347,43418,0,33574,7536573,no,yes,Build wealth for kids
598,6,0,dual_income,middle,84244,64740,3746657,298300,35523,756614,12636,3996,4711,9861,19638,2990,1358,2998,10711,82122,7565,28373,15125,3323866,no,no,Build emergency fund
599,3,1,single_income,middle,82383,73981,3161619,308438,48975,515386,12357,2087,3033,6403,14577,6897,663,1495,8281,63491,35030,23261,41551,3003646,no,no,Travel abroad next year
600,5,0,single_income,rich,485818,402537,48788946,5807678,4996874,49584,72872,5817,2821,3070,12600,2114,1939,1457,16350,125352,34604,13287,137663,59543914,no,no,Travel abroad next year
601,6,0,dual_income,rich,249849,205841,17355884,2579649,5370922,497082,37477,3893,4096,4834,17895,8406,1656,4572,14648,112307,33038,11154,112355,24809373,no,no,Down payment for a house
602,3,1,single_income,upper_middle,147431,124522,8188018,1485043,458959,230374,22114,5672,4156,9458,10155,5479,551,4151,10392,79677,33491,7112,72747,9901646,no,no,Build passive income
603,4,1,single_income,rich,233005,182609,11286479,5930174,3434312,139763,34950,4639,5122,3135,18540,9257,728,3706,14293,109585,49488,0,59756,20511202,no,yes,Invest in stock market
604,5,0,dual_income,lower_middle,57860,43743,1037942,133180,3947,57899,8679,4571,4263,3612,11815,6719,1077,1729,6997,53647,24560,13945,18372,1117170,no,no,Travel abroad next year
605,6,2,single_income,middle,62712,51349,2213699,312465,61394,704588,9406,4997,2868,8466,8847,7593,1195,531,7839,60101,29752,15304,49301,1882970,no,no,Build emergency fund
606,5,2,single_income,middle,87220,70176,4981953,112420,38312,502445,13083,2584,4374,8685,13244,8353,2248,4130,10136,77711,39660,15621,30317,4630240,no,no,Invest in stock market
607,3,2,dual_income,poor,11477,8847,64841,7329,305,49153,1721,4747,2863,7972,15903,7105,1560,3668,10345,79318,36000,27100,270,23322,yes,no,Invest in stock market
608,6,1,single_income,middle,85992,68957,3474372,433060,55800,783058,12898,2655,2767,6038,18423,4452,2316,3962,10941,83881,16782,0,33915,3180174,no,yes,Start an education fund
609,3,2,single_income,upper_middle,167656,130019,6710525,1334673,355667,647521,25148,3760,5914,7442,17988,9679,2185,543,12418,95211,20829,0,65011,7753344,no,yes,Pay medical bills
610,4,0,single_income,lower_middle,48165,40752,1960052,54515,11142,80480,7224,5519,4144,3354,11276,2448,1941,1297,8333,63891,18740,18102,8375,1945229,no,no,Retirement savings
611,4,1,dual_income,lower_middle,30719,23840,714514,154212,1069,104714,4607,2578,5075,5807,19553,4156,959,1132,8195,62830,7199,16255,12749,765081,no,no,Build wealth for kids
612,5,2,single_income,lower_middle,52749,45664,598231,179937,8401,63894,7912,2773,2877,7583,12795,9791,2999,891,9553,73240,33478,10088,17776,722675,no,no,Pay medical bills
613,5,1,single_income,upper_middle,161098,121925,9175089,1217940,269173,256131,24164,3293,3848,3884,11205,4161,1964,3936,10962,84046,43119,11518,61248,10406071,no,no,Travel abroad next year
614,5,2,single_income,poor,24656,18821,60333,18530,2272,41811,3698,4014,5472,5642,8063,6863,1059,1169,6923,53082,25278,0,4536,39324,yes,yes,Open a PPF account
615,6,1,single_income,upper_middle,160955,139491,8348979,1072723,373390,364602,24143,4749,3660,3948,14306,2059,832,795,10114,77547,29552,28387,36028,9430490,no,no,Increase term insurance
616,5,0,dual_income,rich,291404,246471,42549414,3783318,6164109,103018,43710,4839,2244,5513,18942,7409,2214,4221,14637,112221,15101,23631,72875,52393823,no,no,Renovate home
617,5,1,dual_income,upper_middle,182110,137213,5669384,576949,443999,309229,27316,4366,5563,2526,10807,3195,2253,2528,12041,92320,23038,9841,40511,6381103,no,no,Build wealth for kids
618,6,2,dual_income,lower_middle,38965,32885,754494,37185,8977,130123,5844,5310,2489,3905,16108,6409,2455,1738,8119,62247,20321,18049,7883,670533,no,no,Build wealth for kids
619,3,2,dual_income,lower_middle,47606,41323,1333430,186773,12091,177203,7140,2690,2877,2786,10109,7446,2239,1378,7166,54943,45068,20548,5410,1355091,no,no,Buy a new car
620,5,2,dual_income,middle,75687,63278,3565433,145643,87657,727870,11353,3604,5136,6288,9085,9699,2957,1118,9225,70731,46596,9874,45280,3070863,no,no,Start a small business
621,3,1,dual_income,upper_middle,134332,113110,9249199,1946224,336641,499319,20149,3071,4031,7369,9249,3295,827,3361,9995,76634,17952,7977,73780,11032745,no,no,Plan a family vacation
622,4,1,dual_income,middle,76756,61152,3724700,290984,60385,870392,11513,3604,4183,2095,12369,5941,1700,631,7927,60775,49075,20495,44478,3205677,no,no,Increase term insurance
623,3,1,single_income,middle,88223,70155,2820007,340776,41661,430119,13233,4373,4687,7757,19068,2079,876,4228,11240,86175,42304,0,46147,2772325,no,yes,Repay credit card dues
